area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,area_title,own_title,industry_title,agglvl_title,size_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs_count,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_count_chg,oty_qtrly_estabs_count_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
51059,1,722511,78,0,2018,2,,"Fairfax County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,68,66,69,530373,0,0,603,,2.32,5.66,5.43,5.63,5.37,0,0,0.97,,0,0,5,7.9,3,4.8,8,13.1,80701,17.9,0,0,0,0,48,8.6
51059,1,722511,78,0,2018,3,,"Fairfax County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,68,57,62,425929,0,0,526,,2.33,5.56,4.6,5.02,4.3,0,0,0.85,,0,0,12,21.4,-4,-6.6,5,8.8,61435,16.9,0,0,0,0,43,8.9
51059,1,722511,78,0,2018,4,,"Fairfax County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,67,60,62,505055,0,0,617,,2.33,5.53,4.94,5.12,5.22,0,0,1,,0,0,1,1.5,-3,-4.8,-6,-8.8,21899,4.5,0,0,0,0,51,9
51059,5,722511,78,0,2018,1,,"Fairfax County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,820,20176,20076,20137,128003226,102904782,426158,489,,0.89,0.91,0.9,0.9,0.69,1,0.39,0.77,,7,0.9,30,0.1,-77,-0.4,-101,-0.5,8208117,6.9,1846902,1.8,-1613,-0.4,32,7
51059,5,722511,78,0,2018,2,,"Fairfax County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,821,20061,20485,20816,132046817,48845657,249221,497,,0.89,0.88,0.88,0.88,0.7,1.53,0.8,0.79,,5,0.6,-91,-0.5,65,0.3,169,0.8,8362543,6.8,109285,0.2,5079,2.1,31,6.7
51059,5,722511,78,0,2018,3,,"Fairfax County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,820,20736,20638,19947,128896178,28902034,166179,485,,0.89,0.88,0.88,0.87,0.67,1.05,0.56,0.76,,-1,-0.1,188,0.9,337,1.7,226,1.1,8000758,6.6,-260917,-0.9,5706,3.6,24,5.2
51059,5,722511,78,0,2018,4,,"Fairfax County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,828,19791,19796,20060,134064879,24438243,145417,519,,0.9,0.87,0.88,0.88,0.71,1.04,0.57,0.81,,8,1,158,0.8,194,1,194,1,8530995,6.8,634683,2.7,-11822,-7.5,29,5.9
51510,5,722511,78,0,2018,1,,"Alexandria City, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,155,4549,4504,4613,28194081,23107207,83584,476,,1,1.35,1.34,1.36,1.21,1.79,0.67,0.9,,-4,-2.5,86,1.9,16,0.4,21,0.5,101471,0.4,79239,0.3,-32018,-27.7,-3,-0.6
51510,5,722511,78,0,2018,2,,"Alexandria City, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,157,4842,4995,5008,31104596,12558725,75888,484,,1.01,1.41,1.43,1.41,1.21,2.8,1.89,0.86,,1,0.6,138,2.9,185,3.8,124,2.5,753137,2.5,1217333,10.7,9654,14.6,-2,-0.4
51510,5,722511,78,0,2018,3,,"Alexandria City, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,160,4987,4982,4902,31355897,8075804,60820,487,,1.03,1.4,1.41,1.44,1.17,2.22,1.63,0.83,,2,1.3,290,6.2,326,7,253,5.4,1575233,5.3,1134243,16.3,17321,39.8,-4,-0.8
51510,5,722511,78,0,2018,4,,"Alexandria City, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,161,4782,4704,4725,30240619,5787730,47235,491,,1.03,1.42,1.4,1.4,1.12,1.91,1.49,0.8,,3,1.9,165,3.6,4,0.1,42,0.9,606044,2,272512,4.9,14094,42.5,3,0.6
11001,1,722511,78,0,2019,1,,District of Columbia,Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,420,418,418,2156800,0,0,396,,2.18,30.01,28.83,29.32,17.47,0,0,0.59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,1,722511,78,0,2019,2,,District of Columbia,Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,420,418,418,2156800,0,0,396,,2.22,28.95,28.88,28.83,16.49,0,0,0.57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,1,722511,78,0,2019,3,,District of Columbia,Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,420,418,418,2156800,0,0,396,,2.14,28.77,29.45,29.63,15.88,0,0,0.54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,1,722511,78,0,2019,4,,District of Columbia,Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,420,418,418,2156800,0,0,396,,2.13,29.5,30.36,30.56,15.72,0,0,0.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,5,722511,78,0,2019,1,,District of Columbia,Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,984,28484,28783,29089,219465605,179451851,3604231,586,,1,1.02,1.02,1.02,0.87,1.74,2.15,0.85,,41,4.3,696,2.5,569,2,296,1,11355888,5.5,9711794,5.7,178228,5.2,20,3.5
11001,5,722511,78,0,2019,2,,District of Columbia,Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,993,30164,30356,30751,253764224,88240155,1836171,642,,1.02,1.05,1.05,1.05,0.94,2.41,2.54,0.9,,33,3.4,784,2.7,307,1,502,1.7,16893443,7.1,1509655,1.7,30483,1.7,32,5.2
11001,5,722511,78,0,2019,3,,District of Columbia,Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1020,30386,29700,29597,238588065,51576568,1109550,614,,1.01,1.03,1.02,1.04,0.84,1.64,1.75,0.81,,43,4.4,232,0.8,-104,-0.3,-6,0,13139439,5.8,-1681836,-3.2,-46268,-4,33,5.7
11001,5,722511,78,0,2019,4,,District of Columbia,Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1020,29750,29718,29552,251339251,45038050,976598,652,,1.01,1.04,1.05,1.04,0.9,1.7,1.89,0.86,,43,4.4,-210,-0.7,-44,-0.1,155,0.5,11337158,4.7,-1991774,-4.2,-68525,-6.6,31,5
24031,5,722511,78,0,2019,1,,"Montgomery County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,626,14540,14346,14400,89032195,76552050,677100,475,,0.77,0.84,0.83,0.83,0.7,1.09,0.8,0.84,,2,0.3,191,1.3,145,1,126,0.9,2938729,3.4,2344291,3.2,15160,2.3,11,2.4
24031,5,722511,78,0,2019,2,,"Montgomery County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,632,14449,14619,14853,94167593,37902001,362117,495,,0.78,0.82,0.82,0.82,0.71,1.46,1.12,0.87,,17,2.8,43,0.3,-236,-1.6,-244,-1.6,2983445,3.3,-302913,-0.8,-5729,-1.6,21,4.4
24031,5,722511,78,0,2019,3,,"Montgomery County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,629,14806,14584,14174,93170946,22701141,241597,494,,0.78,0.83,0.84,0.81,0.72,1.13,0.91,0.87,,-2,-0.3,-244,-1.6,-512,-3.4,-507,-3.5,825820,0.9,-1949025,-7.9,-22898,-8.7,19,4
24031,5,722511,78,0,2019,4,,"Montgomery County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,630,14548,14522,14666,96478988,19021810,208603,509,,0.78,0.84,0.84,0.85,0.74,1.11,0.93,0.87,,3,0.5,13,0.1,-52,-0.4,-80,-0.5,3905060,4.2,-267229,-1.4,-11163,-5.1,22,4.5
24033,1,722511,78,0,2019,1,,"Prince George's County, Maryland",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,21,21,17,99358,0,0,389,,5.3,3.62,3.51,2.88,3.36,0,0,1.01,,0,0,-5,-19.2,-6,-22.2,-8,-32,-7151,-6.7,0,0,0,0,74,23.5
24033,1,722511,78,0,2019,2,,"Prince George's County, Maryland",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,23,23,23,85415,0,0,286,,5.36,3.82,3.81,3.8,2.45,0,0,0.64,,0,0,-2,-8,-2,-8,-2,-8,-14093,-14.2,0,0,0,0,-20,-6.5
24033,1,722511,78,0,2019,3,,"Prince George's County, Maryland",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,17,23,23,71666,0,0,263,,5.33,2.82,3.91,3.97,2.05,0,0,0.58,,0,0,-6,-26.1,-4,-14.8,-1,-4.2,-39737,-35.7,0,0,0,0,-84,-24.2
24033,1,722511,78,0,2019,4,,"Prince George's County, Maryland",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,21,18,22,51641,0,0,195,,5.31,3.54,3.13,3.86,1.49,0,0,0.42,,0,0,-4,-16,-6,-25,-3,-12,-41783,-44.7,0,0,0,0,-96,-33
24033,5,722511,78,0,2019,1,,"Prince George's County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,321,8029,8101,8111,44537656,38959513,412116,424,,0.8,0.69,0.69,0.69,0.73,0.9,0.7,1.06,,2,0.6,-178,-2.2,-188,-2.3,-357,-4.2,449495,1,76919,0.2,-45403,-9.9,16,3.9
24033,5,722511,78,0,2019,2,,"Prince George's County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,320,8400,8474,8536,47767888,22257374,253260,434,,0.79,0.7,0.7,0.7,0.67,1.05,0.98,0.95,,0,0,-88,-1,-141,-1.6,-24,-0.3,1022924,2.2,-523868,-2.3,-36431,-12.6,14,3.3
24033,5,722511,78,0,2019,3,,"Prince George's County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,323,8368,8266,8019,47182139,12999858,148931,442,,0.79,0.68,0.68,0.68,0.64,0.8,0.71,0.94,,0,0,-176,-2.1,-375,-4.3,-356,-4.3,309599,0.7,-545783,-4,-29608,-16.6,19,4.5
24033,5,722511,78,0,2019,4,,"Prince George's County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,325,8111,8298,8381,47794384,10903831,127233,445,,0.8,0.68,0.7,0.71,0.67,0.74,0.74,0.97,,-1,-0.3,75,0.9,305,3.8,379,4.7,2415620,5.3,752489,7.4,-2992,-2.3,9,2.1
51013,1,722511,78,0,2019,1,,"Arlington County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,49,50,51,340351,0,0,524,,18.98,14.98,14.85,15.38,11.58,0,0,0.77,,0,0,-14,-22.2,-15,-23.1,-13,-20.3,-78614,-18.8,0,0,0,0,20,4
51013,1,722511,78,0,2019,2,,"Arlington County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,52,51,51,458738,0,0,687,,19.38,15.38,15.03,14.91,15.62,0,0,1.03,,0,0,-12,-18.8,-6,-10.5,-6,-10.5,-17287,-3.6,0,0,0,0,70,11.3
51013,1,722511,78,0,2019,3,,"Arlington County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,47,48,47,392375,0,0,638,,19.54,13.63,14.24,14.2,12.88,0,0,0.92,,0,0,-8,-14.5,-6,-11.1,-13,-21.7,-729,-0.2,0,0,0,0,101,18.8
51013,1,722511,78,0,2019,4,,"Arlington County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,48,47,50,481393,0,0,766,,19.39,14.35,14.46,15.48,15.1,0,0,1.02,,0,0,-6,-11.1,-12,-20.3,-4,-7.4,35382,7.9,0,0,0,0,150,24.4
51013,5,722511,78,0,2019,1,,"Arlington County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,246,6141,5979,6197,39725687,32292175,149942,500,,1.09,0.94,0.91,0.93,0.66,1.19,0.71,0.71,,-6,-2.4,-557,-8.3,-720,-10.7,-521,-7.8,-3985065,-9.1,-2492515,-7.2,-46781,-23.8,-1,-0.2
51013,5,722511,78,0,2019,2,,"Arlington County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,244,6229,6319,6470,43516418,15965246,106408,528,,1.09,0.93,0.93,0.93,0.72,1.99,1.56,0.77,,-6,-2.4,-601,-8.8,-609,-8.8,-561,-8,-3258474,-7,-769836,-4.6,1659,1.6,9,1.7
51013,5,722511,78,0,2019,3,,"Arlington County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,244,6418,6398,6306,43363628,10100888,80746,523,,1.1,0.92,0.93,0.94,0.68,1.35,1.22,0.73,,-6,-2.4,-453,-6.6,-447,-6.5,-425,-6.3,-1874309,-4.1,430915,4.5,18540,29.8,12,2.3
51013,5,722511,78,0,2019,4,,"Arlington County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,248,6314,6271,6301,43752220,8693552,82008,535,,1.11,0.94,0.94,0.94,0.67,1.45,1.48,0.71,,0,0,-338,-5.1,-370,-5.6,-189,-2.9,-1535235,-3.4,394900,4.8,17005,26.2,7,1.3
51059,1,722511,78,0,2019,1,,"Fairfax County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,56,57,53,359806,0,0,500,,2.36,5,4.94,4.68,3.82,0,0,0.78,,0,0,-8,-12.5,-5,-8.1,-14,-20.9,-45791,-11.3,0,0,0,0,15,3.1
51059,1,722511,78,0,2019,2,,"Fairfax County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,62,58,59,480976,0,0,620,,2.41,5.36,4.98,5.03,4.94,0,0,0.96,,0,0,-6,-8.8,-8,-12.1,-10,-14.5,-49397,-9.3,0,0,0,0,17,2.8
51059,1,722511,78,0,2019,3,,"Fairfax County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,59,53,58,424276,0,0,576,,4.85,5.07,4.61,5.13,4.35,0,0,0.88,,1,100,-9,-13.2,-4,-7,-4,-6.5,-1653,-0.4,0,0,0,0,50,9.5
51059,1,722511,78,0,2019,4,,"Fairfax County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,59,56,59,521966,0,0,692,,4.81,5.18,5.05,5.34,5.43,0,0,1.05,,1,100,-8,-11.9,-4,-6.7,-3,-4.8,16911,3.3,0,0,0,0,75,12.2
51059,5,722511,78,0,2019,1,,"Fairfax County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,819,19825,19870,19937,132045425,103709234,392768,511,,0.91,0.89,0.88,0.88,0.68,0.99,0.43,0.77,,-1,-0.1,-351,-1.7,-206,-1,-200,-1,4042199,3.2,804452,0.8,-33390,-7.8,22,4.5
51059,5,722511,78,0,2019,2,,"Fairfax County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,828,19968,20478,20901,137150202,48933410,221641,516,,0.92,0.87,0.88,0.88,0.69,1.5,0.83,0.78,,7,0.9,-93,-0.5,-7,0,85,0.4,5103385,3.9,87753,0.2,-27580,-11.1,19,3.8
51059,5,722511,78,0,2019,3,,"Fairfax County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,820,20656,20359,19631,135919750,32016623,194456,517,,0.92,0.88,0.86,0.86,0.66,1.1,0.74,0.77,,0,0,-80,-0.4,-279,-1.4,-316,-1.6,7023572,5.4,3114589,10.8,28277,17,32,6.6
51059,5,722511,78,0,2019,4,,"Fairfax County, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,835,19747,19958,20075,139424389,24509450,140980,538,,0.93,0.87,0.88,0.88,0.71,1.03,0.65,0.81,,7,0.8,-44,-0.2,162,0.8,15,0.1,5359510,4,71207,0.3,-4437,-3.1,19,3.7
51510,5,722511,78,0,2019,1,,"Alexandria City, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,163,4735,4721,4796,29993443,24494136,119997,486,,1.07,1.42,1.42,1.43,1.29,1.88,1.13,0.91,,8,5.2,186,4.1,217,4.8,183,4,1799362,6.4,1386929,6,36413,43.6,10,2.1
51510,5,722511,78,0,2019,2,,"Alexandria City, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,164,4922,5126,5217,32425936,12250317,70120,490,,1.08,1.46,1.49,1.49,1.24,2.79,2,0.84,,7,4.5,80,1.7,131,2.6,209,4.2,1321340,4.2,-308408,-2.5,-5768,-7.6,6,1.2
51510,5,722511,78,0,2019,3,,"Alexandria City, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,161,5064,4969,4790,32426887,7805303,54782,505,,1.07,1.46,1.46,1.46,1.21,2.22,1.67,0.82,,1,0.6,77,1.5,-13,-0.3,-112,-2.3,1070990,3.4,-270501,-3.3,-6038,-9.9,18,3.7
51510,5,722511,78,0,2019,4,,"Alexandria City, Virginia",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,164,4978,4896,4932,31924455,6030647,47682,498,,1.08,1.51,1.49,1.49,1.19,1.97,1.63,0.79,,3,1.9,196,4.1,192,4.1,207,4.4,1683836,5.6,242917,4.2,447,0.9,7,1.4
11001,1,722511,78,0,2020,1,,District of Columbia,Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,420,418,418,2156800,0,0,396,,2.09,32.28,30.66,31.29,17.39,0,0,0.55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,1,722511,78,0,2020,2,,District of Columbia,Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,420,418,418,2156800,0,0,396,,2.13,31.5,32,33.16,19.78,0,0,0.61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,1,722511,78,0,2020,3,,District of Columbia,Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,420,418,418,2156800,0,0,396,,2.11,32.69,35.86,36.05,19.61,0,0,0.56,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,1,722511,78,0,2020,4,,District of Columbia,Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,448,445,449,2326527,0,0,400,,4.22,39.02,39.89,42.14,21.19,0,0,0.53,,1,100,28,6.7,27,6.5,31,7.4,169727,7.9,0,0,0,0,4,1
11001,5,722511,78,0,2020,1,,District of Columbia,Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1034,28674,28832,27981,222027720,179020211,3620110,599,,1.02,1.02,1.02,1.03,0.86,1.72,2.15,0.84,,50,5.1,190,0.7,49,0.2,-1108,-3.8,2562115,1.2,-431640,-0.2,15879,0.4,13,2.2
11001,5,722511,78,0,2020,2,,District of Columbia,Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1008,6905,9177,11142,72653207,23072464,476966,616,,1.02,0.63,0.62,0.59,0.55,1.93,2.09,0.91,,15,1.5,-23259,-77.1,-21179,-69.8,-19609,-63.8,-181111017,-71.4,-65167691,-73.9,-1359205,-74,-26,-4
11001,5,722511,78,0,2020,3,,District of Columbia,Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1021,13294,13659,14432,111806698,27144571,583581,623,,1.01,0.65,0.66,0.69,0.55,1.52,1.61,0.83,,1,0.1,-17092,-56.2,-16041,-54,-15165,-51.2,-126781367,-53.1,-24431997,-47.4,-525969,-47.4,9,1.5
11001,5,722511,78,0,2020,4,,District of Columbia,Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1027,14910,14867,14049,127327604,21900788,486959,670,,1,0.7,0.71,0.73,0.61,1.46,1.71,0.85,,7,0.7,-14840,-49.9,-14851,-50,-15503,-52.5,-124011647,-49.3,-23137262,-51.4,-489639,-50.1,18,2.8
24031,5,722511,78,0,2020,1,,"Montgomery County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,629,14042,14242,13217,90647462,77269320,621877,504,,0.78,0.82,0.83,0.81,0.7,1.1,0.8,0.85,,3,0.5,-498,-3.4,-104,-0.7,-1183,-8.2,1615267,1.8,717270,0.9,-55223,-8.2,29,6.1
24031,5,722511,78,0,2020,2,,"Montgomery County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,606,5387,5938,7275,39094950,14124439,113376,485,,0.78,0.84,0.68,0.64,0.63,1.48,1.03,0.9,,-26,-4.1,-9062,-62.7,-8681,-59.4,-7578,-51,-55072643,-58.5,-23777562,-62.7,-248741,-68.7,-10,-2
24031,5,722511,78,0,2020,3,,"Montgomery County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,598,9307,9499,9634,64202311,16885231,149021,521,,0.78,0.76,0.77,0.75,0.67,1.15,0.8,0.89,,-31,-4.9,-5499,-37.1,-5085,-34.9,-4540,-32,-28968635,-31.1,-5815910,-25.6,-92576,-38.3,27,5.5
24031,5,722511,78,0,2020,4,,"Montgomery County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,603,9714,9455,9182,64436119,12261782,119570,524,,0.79,0.74,0.73,0.76,0.65,0.98,0.75,0.87,,-27,-4.3,-4834,-33.2,-5067,-34.9,-5484,-37.4,-32042869,-33.2,-6760028,-35.5,-89033,-42.7,15,2.9
24033,1,722511,78,0,2020,1,,"Prince George's County, Maryland",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,24,19,17,57805,0,0,222,,5.31,4.52,3.39,3.12,1.98,0,0,0.54,,0,0,3,14.3,-2,-9.5,0,0,-41553,-41.8,0,0,0,0,-167,-42.9
24033,1,722511,78,0,2020,2,,"Prince George's County, Maryland",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,2,5,7,14924,0,0,246,,5.41,0.39,0.97,1.39,0.54,0,0,0.59,,0,0,-21,-91.3,-18,-78.3,-16,-69.6,-70491,-82.5,0,0,0,0,-40,-14
24033,1,722511,78,0,2020,3,,"Prince George's County, Maryland",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,6,7,4,21198,0,0,288,,5.59,1.16,1.47,0.84,0.76,0,0,0.66,,0,0,-11,-64.7,-16,-69.6,-19,-82.6,-50468,-70.4,0,0,0,0,25,9.5
24033,1,722511,78,0,2020,4,,"Prince George's County, Maryland",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,11,8,7,23164,0,0,206,,5.61,2.31,1.71,1.57,0.86,0,0,0.46,,0,0,-10,-47.6,-10,-55.6,-15,-68.2,-28477,-55.1,0,0,0,0,11,5.6
24033,5,722511,78,0,2020,1,,"Prince George's County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,335,8066,8509,8136,46697691,40676747,392860,436,,0.84,0.7,0.73,0.73,0.77,0.95,0.73,1.06,,14,4.4,37,0.5,408,5,25,0.3,2160035,4.8,1717234,4.4,-19256,-4.7,12,2.8
24033,5,722511,78,0,2020,2,,"Prince George's County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,322,3321,3318,3957,19068621,7425224,72482,415,,0.82,0.78,0.57,0.53,0.57,1.09,0.88,0.95,,2,0.6,-5079,-60.5,-5156,-60.8,-4579,-53.6,-28699267,-60.1,-14832150,-66.6,-180778,-71.4,-19,-4.4
24033,5,722511,78,0,2020,3,,"Prince George's County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,319,4965,5346,5668,31902972,10643599,111635,461,,0.83,0.6,0.63,0.66,0.62,0.99,0.76,0.99,,-4,-1.2,-3403,-40.7,-2920,-35.3,-2351,-29.3,-15279167,-32.4,-2356259,-18.1,-37296,-25,19,4.3
24033,5,722511,78,0,2020,4,,"Prince George's County, Maryland",Private,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,323,5929,5839,5590,34569456,8504164,93275,460,,0.84,0.67,0.67,0.69,0.67,0.95,0.8,0.99,,-2,-0.6,-2182,-26.9,-2459,-29.6,-2791,-33.3,-13224928,-27.7,-2399667,-22,-33958,-26.7,15,3.4
51013,1,722511,78,0,2020,1,,"Arlington County, Virginia",Federal Government,NAICS 722511 Full-service restaurants,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,44,47,45,402440,0,0,683,,19.4,14.09,14.45,14.12,13.43,0,0,0.94,,0,0,-5,-10.2,-3,-6,-6,-11.8,62089,18.2,0,0,0,0,159,30.3
